monthyr,name,session,users,pageviews,streaming event
Sep2015,KQED,2779217,1917772,4372926,0.104044053
Sep2015,WBUR,2529691,1758977,3839258,0.000649486
Sep2015,minnesota public radio,1930826,1134297,3035550,0
Sep2015,WAMU 88.5,854822,420393,1711023,1.17E-06
Sep2015,WHYY,826427,546730,1225525,0.006467601
Sep2015,Oregon Public Broadcasting,737683,479798,1339557,1.90E-05
Sep2015,KPBS,529853,383100,857860,0
Sep2015,Michigan Radio,415913,266066,709658,0.19243688
Sep2015,Public Media for North Texas,404775,273402,694207,0.017132975
Sep2015,Chicago Public Media,400078,270234,1773756,0
Sep2015,Capital Public Radio,398596,276344,654303,6.02E-05
Sep2015,KEXP,369059,170686,688719,2.71E-05
Sep2015,Colorado Public Radio,361874,198636,575373,5.53E-06
Sep2015,KUOW,348680,231385,510316,0.158213835
Sep2015,WABE,309516,229483,614833,0.069776684
Sep2015,WXPN,252254,191966,726044,0.000107035
Sep2015,Vermont Public Radio,240470,131376,441692,0.008662203
Sep2015,Indiana Public Media / WFIU,220450,185225,304802,0.001737355
Sep2015,KPLU,202019,125322,293960,0.100589549
Sep2015,KCUR,196934,141668,298564,0.012308692
Sep2015,Houston Public Media,191578,120437,302836,0.201578469
Sep2015,Louisville Public Media,189096,125975,284152,0
Sep2015,WGBH,178370,136862,313094,0.016633963
Sep2015,NHPR,167675,112404,284156,0.129393171
Sep2015,St. Louis Public Radio,163166,112322,293942,0.053313803
Sep2015,KUT,155828,106033,227522,0.028890828
Sep2015,WAMC Northeast Public Radio,143944,86137,284079,0.207281999
Sep2015,North Carolina Public Radio - WUNC,142443,87186,263059,0.242981403
Sep2015,KUSC,120257,47473,194677,0
Sep2015,WNPR,119427,76003,236172,0.164979444
Sep2015,WBGO,114723,52369,287084,0
Sep2015,Maine Public Broadcasting Network (MPBN),113702,66150,203567,0.009718387
Sep2015,Nashville Public Radio,113670,73324,209074,0.121157737
Sep2015,WLRN,108867,78522,178380,0.021916651
Sep2015,Capital Community Broadcasting,103125,61996,172933,0
Sep2015,Cincinnati Public Radio,99732,68527,171389,0.116722817
Sep2015,West Virginia Public Broadcasting,96528,71905,147062,0.002372369
Sep2015,witf,93416,66012,172517,0
Sep2015,WKSU,91908,56324,181331,8.70E-05
Sep2015,Iowa Public Radio,87803,47139,177336,0.320148514
Sep2015,KUAZ-AM/FM,86023,51461,198618,0.096939191
Sep2015,NET Radio,83965,65758,136372,0.000107188
Sep2015,KUNC,83947,54368,139430,0.206701848
Sep2015,WRTI,82805,32073,176972,0.459899765
Sep2015,WUFT-FM,81379,65344,112263,4.92E-05
Sep2015,KUER,80600,43756,134117,0.141799007
Sep2015,KALW,79444,57824,166398,0.082057802
Sep2015,Nevada Public Radio,78649,56107,127221,1.27E-05
Sep2015,WFUV,78434,23774,94906,0
Sep2015,KSTX,76504,53312,130200,0.152292691
Sep2015,Rhode Island Public Radio,72183,43902,116557,0.009836111
Sep2015,WXXI Public Broadcasting,72168,46639,107428,0.088432546
Sep2015,WUWM 89.7 FM - Milwaukee Public Radio,69352,44268,117120,0.120775176
Sep2015,WESA,68706,47108,111402,0.135635898
Sep2015,MTPR,68661,47155,111525,0.124306375
Sep2015,WYPR Your Public Radio,66359,37915,136827,0.269669525
Sep2015,WFAE,66167,42775,104637,0.223117264
Sep2015,Boise State Public Radio,65223,46434,108790,0.152369563
Sep2015,KMUW,63427,47670,96822,0.006763681
Sep2015,KWSU,61798,41873,100596,0.184763261
Sep2015,WMFE,61435,37027,103485,0.145633596
Sep2015,89.9 WWNO New Orleans Public Radio,58085,30545,106925,0.235413618
Sep2015,WRVO Public Media,56846,35782,98682,0.188069521
Sep2015,WUSF Public Media,54177,39904,115074,0.006478764
Sep2015,Jefferson Public Radio,52494,24122,114623,0.230540633
Sep2015,WBFO,52195,35796,96074,0.159727943
Sep2015,WOSU Public Media,51569,29911,95632,0.274409044
Sep2015,KRWG,51565,40401,86876,0.035159507
Sep2015,WVTF & RADIO IQ,49757,28914,97300,0.28098559
Sep2015,Wyoming Public Media,46612,28941,80364,0.213399983
Sep2015,WJCT,43897,36850,62568,0.00874775
Sep2015,Illinois Public Media,42502,21023,84178,0
Sep2015,WKMS,40432,31619,77541,0.038286506
Sep2015,WNCW,39741,18554,82601,0.374298583
Sep2015,WUIS,38157,27638,67687,0.069816809
Sep2015,WQED Multimedia,37727,23227,91357,0
Sep2015,WNKU,37682,14034,66785,0.514781593
Sep2015,WMHT,37468,23803,69461,0
Sep2015,WKAR,37003,22999,73048,0.145528741
Sep2015,88.9 KETR,35721,26898,48425,0.006942695
Sep2015,WHRV FM,34771,11925,46244,0
Sep2015,New England Public Radio,34520,21539,61985,0.000173812
Sep2015,northern public radio,34018,23383,56855,0.198512552
Sep2015,KVPR,32922,26946,45473,0.093888585
Sep2015,WDAV Classical Public Radio,32558,17064,58421,0.000122858
Sep2015,KWGS,32056,18855,66625,0.212534315
Sep2015,WFSU,31170,25305,48521,0.045877446
