monthyr,name,session,users,pageviews,streaming event
Jul2014,WBUR,2649506,1878494,4154801,0
Jul2014,minnesota public radio,2477318,1372347,4129679,0
Jul2014,KQED,2189598,1504638,3460064,0
Jul2014,Southern California Public Radio,1197154,848833,1744820,0
Jul2014,WHYY,776727,504084,1103905,0
Jul2014,WAMU 88.5,525608,261082,928142,3.81E-06
Jul2014,KPBS,517459,379003,843098,0
Jul2014,Oregon Public Broadcasting,463594,300172,899330,0
Jul2014,Public Media for North Texas,424591,283892,749819,0.002468258
Jul2014,KEXP,352239,185144,766046,3.69E-05
Jul2014,WXPN,327539,223769,979782,4.88E-05
Jul2014,KUOW,306415,217559,549649,0.106297015
Jul2014,Michigan Radio,266361,175627,467025,0.154711088
Jul2014,WFUV,256477,106314,553107,0
Jul2014,Colorado Public Radio,248313,127197,452654,0.000124842
Jul2014,Capital Public Radio,247263,165682,451788,0
Jul2014,Georgia Public Broadcasting,246176,197076,461618,0.00022748
Jul2014,Vermont Public Radio,232783,131332,459371,0.050484786
Jul2014,KUT,230580,161070,391258,0.139322578
Jul2014,Louisville Public Media,223898,152303,370807,0.08452063
Jul2014,KWGS,214527,92629,252963,0.029944949
Jul2014,North Carolina Public Radio - WUNC,201864,144104,340646,0.147777712
Jul2014,KCUR,192961,133995,313857,0.071024715
Jul2014,NHPR,184477,132219,352623,0.090808068
Jul2014,WGBH,171636,140411,294419,0.036152089
Jul2014,ideastream,164470,98595,252196,0
Jul2014,WNPR,159445,130399,291296,0.084982282
Jul2014,KPLU,153092,105345,280779,0.09293758
Jul2014,Houston Public Media,149586,87802,259453,0.199691148
Jul2014,Indiana Public Media / WFIU,142563,125192,193997,7.01E-06
Jul2014,St. Louis Public Radio,138641,90800,261348,0.071219913
Jul2014,Wyoming Public Media,134877,76899,176343,0.056540403
Jul2014,WLRN,130018,99194,240874,0.130166592
Jul2014,WAMC Northeast Public Radio,124218,81322,244759,0.183338969
Jul2014,WABE,123556,82425,239194,0.143109197
Jul2014,NET Radio,114144,97025,158805,0.000113891
Jul2014,WBGO,111237,44132,289537,0
Jul2014,KUSC,109817,42411,177548,0
Jul2014,Maine Public Broadcasting Network (MPBN),108638,59993,222415,0.007538799
Jul2014,Nashville Public Radio,103228,69503,166668,0
Jul2014,WKSU,98569,60586,174231,0
Jul2014,WRVO Public Media,96418,59987,139527,0.105042627
Jul2014,Boise State Public Radio,86712,69737,153021,0.067476243
Jul2014,Capital Community Broadcasting,86074,52154,156213,0
Jul2014,West Virginia Public Broadcasting,83644,62907,148791,0.016785424
Jul2014,Iowa Public Radio,82998,50247,159864,0.200330128
Jul2014,Delmarva Public Radio,81999,62993,97195,0.014341638
Jul2014,KSTX,81387,53084,143466,0.166500793
Jul2014,WFAE,78500,52020,150703,0.193006369
Jul2014,KMUW,76169,50020,107953,0.0406202
Jul2014,KRWG,75309,54921,97019,0.016757625
Jul2014,WESA,73817,52467,129013,0.130674506
Jul2014,WUWM 89.7 FM - Milwaukee Public Radio,72042,49084,145752,0.137294911
Jul2014,KUNC,71700,47319,143611,0.189916318
Jul2014,WMRA,70880,46543,82654,0.054077314
