monthyr,name,session,users,pageviews,streaming event
Oct2015,KQED,2792020,1962801,4271314,0.104792587
Oct2015,WBUR,2644155,1819202,4038044,0.000602839
Oct2015,minnesota public radio,2086540,1263130,3222080,0
Oct2015,WAMU 88.5,907789,437096,1841932,0
Oct2015,Oregon Public Broadcasting,806007,515491,1530009,1.99E-05
Oct2015,WHYY,777937,505896,1156259,0.00658151
Oct2015,KPBS,565042,409586,996803,7.08E-06
Oct2015,Michigan Radio,527694,352929,883044,0.168713307
Oct2015,Public Media for North Texas,456632,320923,752378,0.014657317
Oct2015,Chicago Public Media,452742,319898,1805438,0
Oct2015,Colorado Public Radio,381914,216332,613344,2.62E-06
Oct2015,KEXP,380797,179516,697621,7.88E-06
Oct2015,KUOW,365228,244994,551128,0.157030677
Oct2015,WXPN,252381,185490,778246,9.11E-05
Oct2015,KUT,246305,184974,348631,0.01753923
Oct2015,Indiana Public Media / WFIU,243180,205807,339219,0.001389917
Oct2015,Capital Public Radio,242848,157474,433803,5.35E-05
Oct2015,Vermont Public Radio,240897,119910,494000,0.037049029
Oct2015,St. Louis Public Radio,227664,167484,333431,0.035328379
Oct2015,WABE,219252,158952,349056,0.015831098
Oct2015,KCUR,218108,163670,325251,0.025620335
Oct2015,KPLU,213985,128125,302536,0.104698927
Oct2015,Houston Public Media,203362,148545,325597,0.012544133
Oct2015,WGBH,187136,143441,323745,0.016923521
Oct2015,Louisville Public Media,178092,114478,274648,0
Oct2015,NHPR,158676,103418,279186,0.135294563
Oct2015,North Carolina Public Radio - WUNC,150148,92820,276606,0.238171671
Oct2015,WNPR,138876,91215,267240,0.146411187
Oct2015,KUSC,131402,53820,219752,0
Oct2015,WAMC Northeast Public Radio,130440,74519,272484,0.20490647
Oct2015,WBGO,127812,56353,320573,0
Oct2015,WLRN,117387,85951,190146,0.020172592
Oct2015,ideastream,116850,69603,248933,0
Oct2015,Cincinnati Public Radio,116334,79802,197383,0.113053793
Oct2015,Maine Public Broadcasting Network (MPBN),112194,64184,205256,0.011925771
Oct2015,Capital Community Broadcasting,108525,65416,192902,0
Oct2015,KSTX,106583,75384,193360,0.141288949
Oct2015,West Virginia Public Broadcasting,99376,70885,159038,0.003018838
Oct2015,Nashville Public Radio,98961,61582,186063,0.180950071
Oct2015,witf,95789,67423,180212,0
Oct2015,WKSU,94830,58257,176212,6.33E-05
Oct2015,KUNC,94316,60349,160941,0.214067603
Oct2015,WRTI,91322,43019,180048,0.401787083
Oct2015,WUSF Public Media,89090,72318,166873,0.005354136
Oct2015,Iowa Public Radio,87968,45321,174812,0.345750728
Oct2015,KUAZ-AM/FM,87901,52128,199890,0.098212762
Oct2015,NET Radio,86992,68525,144201,9.20E-05
Oct2015,Rhode Island Public Radio,86750,56677,134488,0.007942363
Oct2015,WFUV,82033,23343,97352,0
Oct2015,KUER,81848,43779,140474,0.147627309
Oct2015,Boise State Public Radio,78839,56881,126083,0.14899986
Oct2015,WESA,75051,52082,122449,0.129751769
Oct2015,WXXI Public Broadcasting,73824,47522,111235,0.08902254
Oct2015,KALW,72569,49627,149032,0.1217462
Oct2015,WOSU Public Media,70975,47236,122499,0.225516027
Oct2015,WUWM 89.7 FM - Milwaukee Public Radio,70381,45279,129097,0.174294199
Oct2015,WYPR Your Public Radio,68416,40055,124697,0.278765201
Oct2015,WUFT-FM,68061,49983,103486,0
